Neg_to_Total_Words_norm,Long_to_Total_Words_norm,Pos_to_Total_Words_norm,Long_to_Total_Sentences_norm,C7_norm,Y2,Y1
0.20826523889540413,0.30951008638391314,-0.10611527720041782,0.16923048293999,-0.5802545485074582,1.0,0.0
0.8175249999103748,-0.10770309393879124,-1.3063424044556657,0.23080285556082558,-0.9187118830094624,0.0,1.0
-0.9934963064654132,1.4077451502223677,1.9442798288001788,0.11787762127135769,-1.3729774519380906,0.0,1.0
-0.5880210534155099,1.3881818304919693,1.9442798288001788,-1.2646983641207468,-1.3297638139835943,1.0,1.0
0.4914977823162493,-0.5234884236683598,-0.3323048103471682,-0.5849687966612002,1.5939855478401854,1.0,0.0
-1.4994286035410482,-1.0014158304059713,-1.1388410192673866,0.20780935348801452,0.3616511612454311,1.0,0.0
-0.7753840626321261,-1.1454297307883832,0.08924733706084559,1.9508548827612937,-1.4721761497684986,1.0,1.0
0.6926880592427275,0.511242846574357,-0.09100980333535286,-7.566446654630099e-16,-0.14071395412030838,0.0,1.0
-0.09095930510688287,1.4284257947154615,-0.7569737827488572,-1.2549042155259822,0.6808858314206845,1.0,1.0
0.4286206544235623,-0.274790746784732,1.748223774291295,-1.6253229129917142,1.2911828833988586,0.0,1.0
0.00446705087655352,1.7776591537986376e-16,0.890138380056993,-1.7000069685315038,-0.14071395412030838,1.0,1.0
-0.61436573316691,1.7776591537986376e-16,-0.02409149942822936,-1.181893289637724,-1.959739928884007,1.0,1.0
-0.43531129390861023,-1.0153543997736914,-0.9546737322916385,0.7957813048111974,-0.9091955352829961,1.0,0.0
0.837329535974421,1.7776591537986376e-16,1.2812804048138091,-1.0419891115963507,1.39347640627439e-16,1.0,0.0
1.5305871814133203,-0.4892613898697437,0.1212321573650374,-0.2782159322149305,0.21924851876782378,1.0,1.0
-1.658647504431413,1.7776591537986376e-16,0.20148478713173124,1.0847560009565818,1.329331989228496,1.0,1.0
-1.6335287004669763,-0.012758690869728284,0.2972521667156952,-1.5376809985865572,1.4662690100073956,1.0,0.0
1.027901724913024,0.16475452818815428,0.6973059427632206,0.0452877971592815,0.9478197054912587,1.0,1.0
-1.3752436734963145,-1.963924897177763,-0.6970953420799254,-0.23883549691439668,0.23571494959675043,1.0,1.0
-0.7990459620217221,1.7776591537986376e-16,-0.37690717860666745,-1.5229097236135696,0.037095246287221904,1.0,0.0
0.428968209893994,0.5139253447650329,-0.16312308009787194,-0.03894484184546484,-0.14071395412030838,0.0,1.0
-1.6409488237298575,-0.7276562118104739,-0.7070863602784995,-0.44440705057112656,1.653354003556405,1.0,0.0
1.6335327745321624,-0.7665988699105092,-0.4009238085696249,-1.3441397916116296,-0.44801187265950987,1.0,0.0
-1.1470128492283378,0.9714527873668595,1.7519145232316151,-0.33705257578788445,1.39347640627439e-16,1.0,1.0
-1.1680462245685375,0.418259840215172,1.1363179993724286,1.0113692010326738,-1.5422281856034412,1.0,0.0
0.7430997966746677,0.8363879909321306,-0.28024869244560185,-0.37293384162706666,-1.6625820295368405,1.0,1.0
-0.881059961932053,0.7715756371654537,0.8692307642913963,0.6661004062204597,-0.20391771995227642,1.0,1.0
1.09097829302145,0.2601410303618742,-1.4914444318574414,0.07463088027111453,0.8938653057799036,1.0,0.0
0.09327328164617561,-0.5187643309815512,0.8870642959545904,0.7349079293586547,1.1276754134516211,1.0,1.0
-0.06862420405456637,-0.05730705022584664,1.615570342824571,0.9779464080676573,-1.0568099448469146,1.0,1.0
-1.6209923876929972,0.010413188244547192,-0.16583212260307523,0.362055009670069,0.6001615829648311,0.0,1.0
-1.0892289328501472,-0.6523206608181162,-0.43692892165094704,0.7467218530320244,-0.501087553390306,1.0,0.0
-0.8488743962353018,0.2257203581182034,0.797554657752906,-1.3745178600663182,-0.7332054711799528,1.0,1.0
0.8281653244569819,0.5550356922722032,-0.06939628409471262,-0.8730368355603187,-0.412454517460274,1.0,0.0
0.31668279532668364,0.4977287641501142,-0.28268855451773167,1.104778801584202,0.3055080204970287,0.0,0.0
-0.7379631487475343,0.2400124350484439,-0.2546863403528248,-0.6548587060472005,-0.7124058456197414,1.0,0.0
0.5138098997884956,0.7264353235752695,-0.6392838783112982,0.031052915012014563,-0.7641262861055308,1.0,0.0
-0.8042810083016664,-0.7321672650663646,0.02685252975197177,0.3613233931954271,-0.5636774876748037,1.0,0.0
-0.33178709112469923,-1.1596792684582065,-0.3288456074877401,-0.7240040046526262,1.3519819271258375,1.0,0.0
-1.75854446263329,0.3065878538461181,-0.30276601280999327,0.28549959948307146,-0.8216253271414324,1.0,0.0
-0.11849742895248068,0.104062115890882,-0.1269487923108019,1.7529854674968532,1.653354003556405,1.0,0.0
-0.007671250600499065,-0.8768655189407664,-0.8524100173088265,-0.4320755599632248,-0.6322818060229555,1.0,1.0
1.6690435477306877,-0.4192466770657071,0.48081215278605116,0.5425552456277901,1.5445628270322067,1.0,0.0
0.8539559668471911,0.5980817734684063,0.6861408106261941,-0.8324118557155704,-0.14071395412030838,1.0,1.0
0.13355128762348537,-0.37936505637467327,-1.3366074210527072,0.4211818112443858,-0.40088974650967163,0.0,1.0
0.23685927594870093,1.436097108499494,-0.37060863438881386,0.1022049946582037,-0.14071395412030838,1.0,1.0
-0.787516100336438,-0.3865196594872469,-0.6666340946158897,0.8454989072284894,-0.377724012795933,1.0,0.0
1.0217178457449512,0.7833657772281348,0.3688281647083569,-7.566446654630099e-16,-0.14071395412030838,1.0,1.0
